"","state_name","pc_name","jcode","uniqueid","survey_date","cand_1","party_1","cand_2","party_2","cand_3","party_3","campaign_qual","spend_1","spend_2","spend_3","secret_1","secret_2","secret_3","secret_4","events_1","events_2","events_3","leaders_1","leaders_2","leaders_3","leaders_4","volunteers_1","volunteers_2","volunteers_3","bribe_qual","bribe_coded","target_qual","target_coded","win_1","win_2","win_3","actual_cand_name1","actual_cand_party1","actual_cand_voteshare1","actual_cand_name2","actual_cand_party2","actual_cand_voteshare2","actual_cand_name3","actual_cand_party3","actual_cand_voteshare3","in_sample","pc_num","pc_type","schedule_num","poll_date","resp_secret"
"271","Karnataka","Davanagere",401,"235-1",2014-04-15,"Ss Mallikarjuna","INC","G M Siddesh","BJP","Mahima Patel","JD(S)","ROAD SHOW RALLIES DOOR TO DOOR","INC","","","BJP","INC","","","INC","BJP","","INC","","","","BJP","","","CASH THROUGH LEADERS","1","BACKWAR CLASS","24","INC","","","G M SIDDESHWARA","BJP",46.5430870056152,"S.S. MALLIKARJUN","INC",44.9637985229492,"MAHIMA J PATEL","JD(S)",4.20776271820068,1,13,"GEN","5",2014-04-17,1
"272","Karnataka","Uttara Kannada",280,"236-1",2014-04-15,"Anantha Kumar Heg","BJP","Prashanta Deshpande","INC","","","RALLIES DOOR TO DOOR ROAD SHOW","INC","","","INC","","","","BJP","","","INC","","","","INC","","","CASH","1","POOR PEOPLE MINORITIES","12, 28","INC","BJP","","ANANTKUMAR HEGDE","BJP",54.6371879577637,"PRASHANT R DESHPANDE","INC",40.5817756652832,"None of the Above","NOTA",1.62601220607758,1,12,"GEN","5",2014-04-17,1
"273","Karnataka","Uttara Kannada",44,"237-1",2014-04-15,"Prashant Deshpande","INC","Ananth Thakur","BJP","Raghvener Thane","AAAP","RALLIES PUBLIC MEETING DOOR TO DOOR","INC","","","INC","BJP","","","INC","","","INC","","","","INC","","","CASH","1","MINORITIES","28","INC","","","ANANTKUMAR HEGDE","BJP",54.6371879577637,"PRASHANT R DESHPANDE","INC",40.5817756652832,"None of the Above","NOTA",1.62601220607758,1,12,"GEN","5",2014-04-17,1
"274","Karnataka","Hassan",56,"238-1",2014-04-15,"H D Devegowda","JD(S)","A Manju","INC","Vijayshaner C A","BJP","SPEECHES PUBLIC RALLIES T V ADD","INC","","","JD(S)","INC","","","INC","","","INC","","","","JD(S)","","","CASH","1","VAKKALIGAS SC ST","22,23","JD(S)","","","H.D. DEVEGOWDA","JD(S)",44.4432907104492,"MANJU. A.","INC",35.6859321594238,"C.H. VIJAYASHANKAR","BJP",14.443169593811,1,16,"GEN","5",2014-04-17,1
"275","Karnataka","Hassan",285,"239-1",2014-04-15,"H D Devegowda","JD(S)","A Manju","INC","C H Vijaya Shanker","BJP","RALLIES PARTY WORKERS MEETING BIE RALLIES","JD(S)","INC","","INC","","","","INC","","","INC","","","","JD(S)","","","CASH","1","VAKKALIGAS","","JD(S)","","","H.D. DEVEGOWDA","JD(S)",44.4432907104492,"MANJU. A.","INC",35.6859321594238,"C.H. VIJAYASHANKAR","BJP",14.443169593811,1,16,"GEN","5",2014-04-17,1
"276","Karnataka","Tumkur",282,"240-1",2014-04-15,"S P Mudda Hanvi Gowde","INC","Basavaji","BJP","A Krishan Pal","JD(S)","PUBLIC SHOW ROA SHOW","JD(S)","","","JD(S)","","","","JD(S)","INC","","INC","BJP","","","BJP","","","CASH","1","MINORITIES SC ST","22,23,28","BJP","JD(S)","","MUDDAHANUMEGOWDA.S.P.","INC",39.0262603759766,"G.S.BASAVARAJ","BJP",32.304328918457,"A.KRISHNAPPA","JD(S)",23.4849529266357,1,19,"GEN","5",2014-04-17,1
"277","Rajasthan","Nagaur",379,"241-1",2014-04-19,"C.R.Chowdhary","BJP","Jyothi Mirda","INC","Hanuman Bentval","","RALLIL ROAD SHOWD.I DOOR TO DOOR","BJP","","","BJP","INC","","","INC","","","BJP","","","","BJP","","","CASH","1","JHOTI4 POOR PEPLE","12","","","","C R CHOUDHARY","BJP",41.3130645751953,"DR JYOTI MIRDHA","INC",33.8213729858398,"HANUMAN BENIWAL","IND",15.9339618682861,1,14,"GEN","5",2014-04-17,1
"278","Rajasthan","Nagaur",484,"242-1",2014-04-19,"C.R.Chowdhari","BJP","Joythi Mirda","INC","Aanuman Beival","","RALLIEL ROAD SHOW POLTERL","INC","BJP","","BJP","","","","BJP","","","BJP","","","","BJP","INC","","CASH","1","JHATS","32","","","","C R CHOUDHARY","BJP",41.3130645751953,"DR JYOTI MIRDHA","INC",33.8213729858398,"HANUMAN BENIWAL","IND",15.9339618682861,1,14,"GEN","5",2014-04-17,1
"279","Rajasthan","Rajsamand",300,"243-1",2014-04-19,"Gopal Singh Shekhavath","INC","Hari Om Singh Rathor","BJP","","","RALLIES&ROAD SHOUS","BJP","","","BJP","INC","","","BJP","INC","","BJP","INC","","","BJP","","","CALH","1","RAJPOOT","37","BJP","","","HARIOM SINGH RATHORE","BJP",65.6533508300781,"GOPAL SINGH SHEKHAWAT","INC",25.3624057769775,"None of the Above","NOTA",1.74948251247406,1,22,"GEN","5",2014-04-17,1
"280","Rajasthan","Rajsamand",484,"244-1",2014-04-19,"Gopal Singh Shekhavath","INC","Hari Om Singh Rathor","BJP","","","RALLIES, ROAD SHOW","BJP","","","BJP","INC","","","BJP","INC","","BJP","INC","","","BJP","","","CASH","1","RAJPOOT","37","BJP","","","HARIOM SINGH RATHORE","BJP",65.6533508300781,"GOPAL SINGH SHEKHAWAT","INC",25.3624057769775,"None of the Above","NOTA",1.74948251247406,1,22,"GEN","5",2014-04-17,1
"281","Chattisgarh","Surguja",459,"245-1",2014-04-21,"Kamal Man Singh","BJP","Ram Dev Ram","INC","Tuleshwer Singh","INC","BJP BAINER MORCH TV CHENNAL MEDIYA CONGRESS PUMPLET GHER GHER JATE TRIMUL CONGRESS MORCH BAINER","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP PAISA DIYA JAYGA","1","BJP GARIBO KO AAM LOGO KO ENGE","12,35","BJP","","","KAMALBHAN SINGH MARABI","BJP",49.298885345459,"RAM DEV RAM","INC",36.898193359375,"None of the Above","NOTA",2.61967897415161,1,1,"ST","6",2014-04-24,1
"282","Chattisgarh","Raipur",22,"246-1",2014-04-22,"Ramesh Veshye Ji","BJP","Satyanarayan Shrma","INC","","","RAILLIYA ROAD SHOW JAN SAMPARK AAM SABHA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP TAI SHARAB AUR PAISE","1,3","BJP NIMN WARGOKE LOGO KO GAUN ME AUR SLUM ARIA ME SEHROME BANT RAHE HE","2","BJP","","","RAMESH BAIS","BJP",52.3583641052246,"SATYA NARAYAN SHARMA (SATTU BHAIYA)","INC",38.6359634399414,"SANDEEP TIWARI","AAAP",1.21030187606812,1,8,"GEN","6",2014-04-24,1
"283","Chattisgarh","Raipur",483,"247-1",2014-04-21,"Ramesh Veshye Ji","BJP","Satyanarayan Sharma","INC","","","RAILLIYA GHER GHER JAKER JANSAMPARH KE DWARA NUKKAD SABHAE","INC","","","BJP","","","","INC","","","INC","","","","BJP","","","BJP PAISE","1","BJP DALIT AUR ASHIKCHIT LOGO KA","1,6","BJP","","","RAMESH BAIS","BJP",52.3583641052246,"SATYA NARAYAN SHARMA (SATTU BHAIYA)","INC",38.6359634399414,"SANDEEP TIWARI","AAAP",1.21030187606812,1,8,"GEN","6",2014-04-24,1
"284","Chattisgarh","Kanker",203,"248-1",2014-04-21,"Husendi","BJP","Pholo Devi  Netam","INC","","","JN SAMPARK KARKE GHER GHER JAKER MEETING RAILLIYA AAI SE HI KIYA PUMPLET BHI BATE","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP PAISE AUR SHARAB BANTE","1,3","BJPYE LOG KAM PADHE LIKHW LOGO KO HI E RAHE HE","1","BJP","","","VIKRAM DEV USENDI","BJP",45.7464179992676,"FOOLODEVI NETAM","INC",42.2891960144043,"None of the Above","NOTA",3.13852405548096,NA,11,"ST","5",2014-04-17,1
"285","Chattisgarh","Kanker",111,"249-1",2014-04-21,"Vikram Husendi","BJP","Phoolo Devi Netam","INC","","","GAIDIYON SE RAILLIYA NUKKAD SABHA JAN SAMPARK PUMPLET BAINER POSTER","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP PAISE AUR SHARAB BANTE GAYE","1,3","BJP GRAMIN LOGO KO DIYE","13","BJP","","","VIKRAM DEV USENDI","BJP",45.7464179992676,"FOOLODEVI NETAM","INC",42.2891960144043,"None of the Above","NOTA",3.13852405548096,NA,11,"ST","5",2014-04-17,1
"286","Chattisgarh","Bastar",202,"251-1",2014-04-21,"Dinesh Kashyap","BJP","Deepak Sharma","INC","Amlay Pur","CPI","BJP- GHAR GHAR JATE HAI , BANNER , MORCHA , CNG- POPLENT , TV CHANNEL , COMLIST- MEDIA , BANNER ,","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP- PAISA DIYA GAYA HAI","1","BJP- GARIBO OR AAM LOGO KO DIYA GAYA HAI","12,35","BJP","","","DINESH KASHYAP","BJP",50.1133232116699,"DEEPAK KARMA (BUNTY)","INC",33.9609794616699,"None of the Above","NOTA",5.03589344024658,NA,10,"ST","3A",2014-04-10,1
"287","Chattisgarh","Korba",58,"252-1",2014-04-21,"Dr. Charan Das Mahant","INC","Dr. Banshi Lal Mahto","BJP","","","CNG- BANNER , MORCHA , POPLENT , BAITHAK , BJP- GADI SE GHUMKAR BHASHAN , BAITHAK , MORCHA","INC","","","INC","","","","INC","","","INC","","","","INC","","","CNG- PAISA DE RAHE HAI OR SHARAB BANTI JA RAHI HAI OR SIGRET BANTA JA RAHA HAI","1,3,14","CNG- GARIBO KO DIYE JA RAHE HAI","12","INC","","","DR. BANSHILAL MAHTO","BJP",41.7016868591309,"CHARAN DAS MAHANT","INC",41.2965469360352,"HIRASINGH MARKAM","GGP",5.0111141204834,1,4,"GEN","6",2014-04-24,1
"288","Chattisgarh","Korba",208,"253-1",2014-04-20,"Bansi Lal Mahto","BJP","Dr. Charan Mahant","INC","","","BJP- BANNER , TV CHANNEL , MEDIA , CNG- GHAR GHAR JATE HAI OR BAT KAR RAHE HAI , BANNER","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP-PAISA DIYA JA RAHA HAI , SHARAB DIYA JA RAHA HAI","1,3","BJP- GARIB LOGO KO DIYA JA RAHA HAI","12","BJP","","","DR. BANSHILAL MAHTO","BJP",41.7016868591309,"CHARAN DAS MAHANT","INC",41.2965469360352,"HIRASINGH MARKAM","GGP",5.0111141204834,1,4,"GEN","6",2014-04-24,1
"289","Chattisgarh","Janjgir-Champa",200,"254-1",2014-04-20,"Kamla Devi Patle","BJP","Trim Chand Jaisi","INC","","","BJP- POSTER LAKER , POPMLET , BANT KAR KARTE HAI , CNG- GAHR GHAR JAKAR PARICHEY DENA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP- SHARAB BANT TE HAI , PAISA BANT TE HAI , CHANA , BHUJA BHI BANT TE HAI","1,2,3","BJP- ANUSUCHIT JAATI KO DIYA JA TA HAI","","BJP","","","KAMLA PATLE","BJP",48.3449440002441,"PREM CHAND JAYASI","INC",32.0444374084473,"DUJ RAM BOUDDH","BSP",11.7032985687256,1,3,"SC","6",2014-04-24,1
"290","Chattisgarh","Janjgir-Champa",201,"255-1",2014-04-20,"Trimchandra Jaisi","INC","Kamla Devi Patle","BJP","","","BJP RAILY PARED POSTER SPEECH CNG HOME VISITING PUMPLET","INC","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP MEAT PESA BATNA","1,2","BJP SABHI VARGO KE LOGO KO DIYE JATE","17","BJP","","","KAMLA PATLE","BJP",48.3449440002441,"PREM CHAND JAYASI","INC",32.0444374084473,"DUJ RAM BOUDDH","BSP",11.7032985687256,1,3,"SC","6",2014-04-24,1
"291","Chattisgarh","Raigarh",336,"256-1",2014-04-20,"Vishnu Dev Sahay","BJP","R P Singh","INC","","","BJP: Door-to-door campaigning by candidate and party;Media and TV Channels; INC: Pamphlets, banners, rallies and meetings","BJP","","","","","","","BJP","","","BJP","","","","","","","","","BJP: Giving money to the poor","12","BJP","","","VISHNU DEO SAI","BJP",53.1604423522949,"ARTI SINGH","INC",35.7673721313477,"None of the Above","NOTA",2.28537321090698,1,2,"ST","6",2014-04-24,0
"292","Chattisgarh","Raigarh",346,"257-1",2014-04-21,"R P Singh","INC","Vishnu Dev Sahay","BJP","","","CNG PUMPLET BENAR MORCHA BJP BENAR HOME VISIT MORCHA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP PESA DIYA JA RHA HAI ANAJ MUFT","1,2","BJP GAREEBO KO DIYA JA RHA HAI","12","BJP","","","VISHNU DEO SAI","BJP",53.1604423522949,"ARTI SINGH","INC",35.7673721313477,"None of the Above","NOTA",2.28537321090698,1,2,"ST","6",2014-04-24,1
"293","Chattisgarh","Bilaspur",375,"258-1",2014-04-20,"Lakhan Lal Sahu","BJP","Smt. Karuna Shukla","INC","","","CNG-NUKKAD SABHA , AAM SABHA , GHAR GHAR PE JAKAR LOGO SE MILNA JULNA , GADIYON SE MYKE KE DWARA BHI","INC","","","INC","BJP","","","INC","","","INC","","","","INC","","","CNG , CASH, BJP- CASH","1","CNG- SAMAJ KE MUKHIYA KO DIYA JA RAHA HAI , BJP- SC WARG KE LOGO KO DE RAHE HAI","22","BJP","","","LAKHAN LAL SAHU","BJP",51.4818115234375,"KARUNA SHUKLA","INC",35.3018035888672,"DHARAM BHARGAV","BSP",2.4155011177063,1,5,"GEN","6",2014-04-24,1
"294","Chattisgarh","Bilaspur",372,"259-1",2014-04-20,"Lakhan Sahu","BJP","Smt. Karuna Shukla","INC","","","GADIYON SE MYKE LEKAR PARCHAR PARSAR KARTE HAI, AAM SABHA KARTE HAI , PUMPLET OR POSTER KE DWARA BHI","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP-PAISE OR SHARAB BANT RAHE HAI","1,3","BJP-SLUM ARIO MAI JAKAR YE LOG BANT RAHE HAI","2","INC","","","LAKHAN LAL SAHU","BJP",51.4818115234375,"KARUNA SHUKLA","INC",35.3018035888672,"DHARAM BHARGAV","BSP",2.4155011177063,1,5,"GEN","6",2014-04-24,1
"295","Chattisgarh","Durg",24,"260-1",2014-04-20,"Saorj Pandey","BJP","Tamer Dwaj Sahu","INC","","","RALLY KE DWARA , JAN SAMPARK, AAM SABHA, DOOR TO DOOR JAKAR","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP- PAISE BANTE JA RAHE HAI","1","BJP- SLUM ARIO MAI DIYA JA RAHA HAI","2","BJP","","","TAMRADHWAJ SAHU","INC",45.3522987365723,"SAROJ PANDEY","BJP",44.0133934020996,"VISHWA RATNA SINHA","AAAP",1.3870632648468,1,7,"GEN","6",2014-04-24,1
"296","Chattisgarh","Durg",8261,"261-1",2014-04-20,"Tamr Dwaj Sahu","INC","Saroj Pandey","BJP","","","GHUM GHUM KAR , GHAR GHAR JAKAR , RALLIYON KE DWARA GADIYO SE JAKAR GAON GAON MAI AAM SABHA","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP-PAISE OR SHARAB BANT RAHE HAI","1,3","BJP- SLUM ARIO MAI BANT RAHE HAI","2","INC","","","TAMRADHWAJ SAHU","INC",45.3522987365723,"SAROJ PANDEY","BJP",44.0133934020996,"VISHWA RATNA SINHA","AAAP",1.3870632648468,1,7,"GEN","6",2014-04-24,1
"297","Chattisgarh","Korba",370,"262-1",2014-04-20,"Dr. Bansi Lal Mahto","BJP","Dr. Charan Das Mahent","INC","","","BJP , CNG- APNE APNE PARCHE BATWA RAHA HAI , KAI JAGEH BAHSHAN BHI DIYA JA RAHA HAI","BJP","","","BJP","INC","","","BJP","","","INC","","","","BJP","","","BJP , CNG , SHEHRI KSHERA MAI PAN WALE KO PAISA DEKAR APNE PARTY KA VOTE DALNE KE LIYE MAHOLE BANANE","1","SABHI JATI KE LOGO KO","17","BJP","","","DR. BANSHILAL MAHTO","BJP",41.7016868591309,"CHARAN DAS MAHANT","INC",41.2965469360352,"HIRASINGH MARKAM","GGP",5.0111141204834,1,4,"GEN","6",2014-04-24,1
"298","Chattisgarh","Raipur",370,"262-2",2014-04-20,"Ramesh Baig","BJP","Satyanarayan Sharma","INC","","","BJP , CNG - SHEHRI KSHETRA MAI GROUP KE SATH MEETING KAR RAHE HAI, POSTER BHI LAGAY GAYE HAI","BJP","","","BJP","INC","","","BJP","","","INC","","","","INC","","","BJP, CNG- SHEHRI GRAMIN KSHETRO MAI SHARAB , KHANE KA SAMN BHI DIYA JA RAHA HAI","2,3","SABHI JATI KE LOGO KO DIYA JA RAHA HAI","17","BJP","","","RAMESH BAIS","BJP",52.3583641052246,"SATYA NARAYAN SHARMA (SATTU BHAIYA)","INC",38.6359634399414,"SANDEEP TIWARI","AAAP",1.21030187606812,1,8,"GEN","6",2014-04-24,1
"299","Chattisgarh","Korba",85,"263-1",2014-04-21,"Dr. Charn Das Manth","INC","Dr.Bansilal Mahto","BJP","Heera Singh","GGP","CNG+BJP=RALI KAR RAHI H SABHA KA RAHI H GHAR GHAR JAKAR APNA INTRODACTION D RAHI H GOVINDVANA PARTY","BJP","","","BJP","","","","BJP","","","INC","","","","INC","","","BJP= CASH BHI DIYA OR KANA PINA K SAMA BHI DIYA H","1,2,3","BJP=SABHI K LOGO KO DIY JA RAH H","17","BJP","","","DR. BANSHILAL MAHTO","BJP",41.7016868591309,"CHARAN DAS MAHANT","INC",41.2965469360352,"HIRASINGH MARKAM","GGP",5.0111141204834,1,4,"GEN","6",2014-04-24,1
"300","Chattisgarh","Janjgir-Champa",85,"263-2",2014-04-21,"Kamla Davi Patal","BJP","S Sahu","INC","","","CNG=PAMPLET BHI DIYA H , POSTER BHI LAGAYA H SABHA BHI KAR VAI H","BJP","","","BJP","","","","BJP","","","INC","","","","INC","","","BJP=CASH BHI DIYA OR KANA PINO K SAMAN BHI DIYA H","1,2,3","BJP=SABHI VARG K LOGO KO DIYA J RAH H","17","BJP","","","KAMLA PATLE","BJP",48.3449440002441,"PREM CHAND JAYASI","INC",32.0444374084473,"DUJ RAM BOUDDH","BSP",11.7032985687256,1,3,"SC","6",2014-04-24,1
"301","Chattisgarh","Surguja",457,"264-1",2014-04-21,"Kamal Man Singh","BJP","Ram Dev Singh","INC","Tuilveshwer","INC","BJP PUMPLET BAINER MORCHA CONGRESS BAITHAK  GHER GHER JATE HE TRIMUL CONGRESS GHER GHER JATE HE","BJP","","","BJP","","","","BJP","","","BJP","","","","BJP","","","BJP ANAJ FREE ME DE RAHA HE","2","BJP GRIBO KO DIYA JA RAHA HE","12","BJP","","","KAMALBHAN SINGH MARABI","BJP",49.298885345459,"RAM DEV RAM","INC",36.898193359375,"None of the Above","NOTA",2.61967897415161,1,1,"ST","6",2014-04-24,1
"302","Orissa","Keonjhar",250,"265-1",2014-04-14,"Sakuntala Laguri","BJD","Ananta Nayak","BJP","Madhar Sarkar","INC","STAR COMPAIEN, CASH DISTRIBUTION","BJD","","","BJD","","","","BJP","BJD","","BJD","","","","BJD","BJP","INC","COMPAIGN,DUSTRIBUTION","","ST PEOPLE, BPL CARD HOLDER, YOUTH","11,12, 23","BJP","BJD","","SAKUNTALA LAGURI","BJD",40.0851936340332,"ANANTA NAYAK","BJP",25.5708026885986,"MADHABA SARDAR","INC",17.578784942627,1,4,"ST","5",2014-04-17,1
"303","Orissa","Keonjhar",8266,"266-1",2014-04-14,"Ananta Nayak","BJP","Sakuntala Naguri","BJD","Madhav Sarakar","INC","RALLY, ROAD SHOW, CASH DISTRIBUTION","BJD","","","","","","","BJD","","","BJD","","","","BJD","","","COMPINEGN , RALLY","","ST PEOPLE","23","BJP","","","SAKUNTALA LAGURI","BJD",40.0851936340332,"ANANTA NAYAK","BJP",25.5708026885986,"MADHABA SARDAR","INC",17.578784942627,1,4,"ST","5",2014-04-17,0
"304","Orissa","Bhadrak",235,"267-1",2014-04-14,"Sangram Jena","INC","Arjun Ch.Sethe","BJD","Saroj Das","BJP","PANCHAYAT SABHA ,RALLY","BJD","INC","","BJD","INC","","","BJD","","","BJD","","","","BJD","","","MONEY DISTRIBUFION TO CLUB MEMBER","1","YOUTH","11","BJD","","","ARJUN CHARAN SETHI","BJD",46.4551811218262,"SANGRAM KESHARI JENA","INC",29.8684310913086,"SARAT DAS","BJP",20.0322933197021,NA,7,"SC","5",2014-04-17,1
"305","Orissa","Jajpur",244,"268-1",2014-04-15,"Ashok Ku Das","INC","Rita Taral","BJD","Amiyakantha Mallick","BJP","RALLY ,POSTER, ROAD SHOW ,DORR TO DOOR COMPAING","BJD","","","BJD","","","","BJD","","","BJD","","","","BJD","","","CASH PAYMENT","1","BPL CATAGARY, IAY FAMILY","12","BJD","","","RITA TARAI","BJD",55.2151832580566,"ASOK DAS","INC",22.5489711761475,"AMIYA KANTA MALLICK","BJP",15.3798055648804,NA,8,"SC","5",2014-04-17,1
"306","Orissa","Puri",350,"269-1",2014-04-14,"Sucharita Maharty","INC","Ashok Sahoo","BJP","Pinaki Mishra","BJD","POSTER,RALLY,DORR TO DOOR","BJD","","","BJD","","","","BJD","","","BJD","","","","BJD","","","FEAST","2","WOMENS","29","BJD","","","PINAKI MISRA","BJD",50.3335113525391,"SUCHARITA MOHANTY","INC",24.995454788208,"ASHOK SAHU","BJP",20.758638381958,1,17,"GEN","5",2014-04-17,1
"307","Orissa","Puri",258,"270-1",2014-04-14,"Sucharita Mohanty","INC","Ashok Sahoo","BJP","Pinak Mishra","BJD","LIQUOR,MUTTON FEAST,CASH DESTRIBUTION","BJD","","","BJD","","","","BJD","","","BJD","","","","BJD","INC","","CASH, DISTRIBUTION","1","BPL CARD HOLD, SLUM PEOPLE","2,12","BJP","","","PINAKI MISRA","BJD",50.3335113525391,"SUCHARITA MOHANTY","INC",24.995454788208,"ASHOK SAHU","BJP",20.758638381958,1,17,"GEN","5",2014-04-17,1
"308","Orissa","Dhenkanal",257,"271-1",2014-04-15,"Rudra Narayan Pari","BJP","Tathagat Salpathy","BJD","Sudhir Samal","INC","RALLY","BJD","","","BJD","BJP","","","AAAP","","","BJD","","","","BJD","BJP","","CASHDISTRIBUTION THROUGH. EX. SARPARCH","1","YOUTH PEOPLE, ST& SC PEOPLE","11,22,23","BJP","","","TATHAGATA SATPATHY","BJD",43.4964561462402,"RUDRA NARAYAN PANY","BJP",30.317310333252,"SUDHIR KUMAR SAMAL","INC",20.5156688690186,1,9,"GEN","5",2014-04-17,1
"309","Orissa","Dhenkanal",237,"272-1",2014-04-15,"Rudra Naragan Pani","BJP","Tathagat Satpathy","BJD","Sunder Samal","INC","RALLY,POSTER,BANNER,MEETING","BJD","","","BJD","","","","BJD","","","BJD","","","","BJP","","","MEETING","1","MIDDLE CLASS FAMILY,BPL CARD HOLDER","12,18","BJD","","","TATHAGATA SATPATHY","BJD",43.4964561462402,"RUDRA NARAYAN PANY","BJP",30.317310333252,"SUDHIR KUMAR SAMAL","INC",20.5156688690186,1,9,"GEN","5",2014-04-17,1
"310","Orissa","Koraput",253,"273-1",2014-04-14,"Dr. Giridar Gamanga","INC","Jhina Hikoka","BJD","Sibasankan Vllaka","BJP","ROAD SHOW, COMPANING , WEEKLLY MAREKET, SONG","BJP","","","BJD","","","","INC","BJD","","BJD","INC","","","INC","","","AT TIME OF DECTION DISTIBED RS.200 TO CASH  VOTER DEVELOPMENT OF COMMUNTY IN VILLAGE","1","YOUTH,VILLAGE PRESIDENT","11,31","INC","","","JHINA HIKAKA","BJD",39.9324264526367,"GIRIDHAR GAMANG","INC",37.9790077209473,"SIBASANKAR ULAKA","BJP",9.07459163665771,NA,21,"ST","3A",2014-04-10,1
"311","Orissa","Koraput",236,"274-1",2014-04-14,"Sibasanka Ullaka","BJP","Giridhar Gamanga","INC","Jhino Hikoka","BJD","ROAD SHOW, DOOR TO DOOR  COMPAING , MEETING","BJP","","","BJD","INC","","","BJD","","","INC","BJD","","","BJP","","","FEST DISRIBUTION OF CASH AMONG VILLAGERS","1","SHG,YOUTH,FARMERS","11,16","","","","JHINA HIKAKA","BJD",39.9324264526367,"GIRIDHAR GAMANG","INC",37.9790077209473,"SIBASANKAR ULAKA","BJP",9.07459163665771,NA,21,"ST","3A",2014-04-10,1
"312","Orissa","Cuttack",420,"275-1",2014-04-13,"Samir Dey","BJP","Bhartuhari Mahatap","BJD","Aparltita Mahanty","INC","POSTER,RALLY, PADAYATRA,DOOR TO DOOR COMPING, VILLAGE MEETING","BJD","","","BJP","BJD","INC","","BJD","","","BJD","","","","INC","","","DOOR TO DOOR CASH DISTRIBUTION","1","ALL GROUPS","17","BJD","","","BHARTRUHARI MAHATAB","BJD",53.7587203979492,"APARAJITA  MOHANTY","INC",22.4118232727051,"SAMIR DEY","BJP",14.9287147521973,NA,14,"GEN","5",2014-04-17,1
"313","Orissa","Aska",465,"276-1",2014-04-13,"Ladukesar Swain","BJD","Mahesh Mahantiy","BJP","Lokanath Rath","INC","POSTER,DOOR TO DOOR .RALLY","BJD","","","BJD","","","","BJD","","","BJD","","","","BJP","","","DOOR TO DOOR","","KHANDAYAT , JADAV OLD PEOPLE","14","BJD","","","LADU KISHORE SWAIN","BJD",60.4133071899414,"SRILOKANATH RATHA","INC",25.6031303405762,"MAHESH CHANDRA MOHANTY","BJP",7.51561164855957,1,19,"GEN","3A",2014-04-10,1
"314","Orissa","Berhampur",465,"276-2",2014-04-13,"Sidhanta Mohaptra","BJD","Chandraseker Sahoo","INC","Ramachandra Panda","BJP","DOOR TO DOOR","","","","","","","","","","","","","","","","","","","","","","","","","SIDHANT MOHAPATRA","BJD",43.9721336364746,"CHANDRA SEKHAR SAHU","INC",29.8650703430176,"RAMA CHANDRA PANDA","BJP",17.5411605834961,1,20,"GEN","3A",2014-04-10,0
"315","Orissa","Kandhamal",465,"276-3",2014-04-13,"Hemendra Singh","BJD","Hari Har Karan","INC","Sukanta Panigrahi","BJP","RALLY","","","","","","","","","","","","","","","","","","","","","","","","","HEMENDRA CHANDRA SINGH","BJD",50.2085380554199,"HARIHAR KARAN","INC",28.6438770294189,"SUKANTA KUMAR PANIGRAHI","BJP",12.9547367095947,1,13,"GEN","3A",2014-04-10,0
"316","Orissa","Balasore",98,"277-1",2014-04-14,"Rabindra Ku Jena","BJD","Pratap Sarangi","BJP","Srikant Jena","INC","CAMPAIGN LIQUOR CLOTHES DISTRIBUTION","BJD","","","BJD","","","","BJD","","","BJD","","","","BJP","","","CORECT CASH DISTRIBUTION","1","BPL CARD HOLDER ST PEOPLE","12,23","BJP","","","RABINDRA KUMAR JENA","BJD",41.3328895568848,"PRATAP CHANDRA SARANGI","BJP",27.8186664581299,"SHRIKANTA KUMAR JENA","INC",26.4440422058105,1,6,"GEN","5",2014-04-17,1
"317","Orissa","Balasore",66,"278-1",2014-04-14,"Rabindra Ku Jena","BJD","Pratap Ch Sarangi","BJP","Srikant Jena","INC","CAMPAIGN","BJD","","","BJD","","","","INC","BJD","","BJD","","","","BJP","","","BJD COMPAIGN","","BPL CARD HOLDER SHG PEOPLE","12","INC","","","RABINDRA KUMAR JENA","BJD",41.3328895568848,"PRATAP CHANDRA SARANGI","BJP",27.8186664581299,"SHRIKANTA KUMAR JENA","INC",26.4440422058105,1,6,"GEN","5",2014-04-17,1
